Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
412,Ish Smith,PG,34,DEN,11,0,11.1,1.5,3.9,0.395,0.2,0.5,0.333,1.4,3.4,0.405,0.419,0.1,0.2,0.5,0.1,1.1,1.2,2.3,0.3,0.5,1.2,0.8,3.4
413,Jabari Smith Jr.,PF,19,HOU,26,26,30.5,4,10.5,0.382,2.2,5.8,0.368,1.8,4.6,0.4,0.485,2,2.3,0.836,1.2,5.9,7.1,0.7,0.4,1,1.2,3.4,12.1
414,Jalen Smith,PF,22,IND,28,26,22.1,3.8,9,0.425,1.1,4.1,0.281,2.7,4.9,0.543,0.488,1.8,2.4,0.758,1.8,4.8,6.5,1.2,0.4,1,1.3,2.2,10.6
415,Jeremy Sochan,PF,19,SAS,22,20,24.4,3.4,7.3,0.463,0.4,2.1,0.174,3,5.2,0.579,0.488,0.5,1,0.5,1.2,2.8,4,2.1,0.9,0.5,1.5,2.5,7.6
416,Jaden Springer,PG,20,PHI,4,0,2.8,0.5,1.3,0.4,0,0,,0.5,1.3,0.4,0.4,0.3,0.5,0.5,0.3,0.5,0.8,0,0,0.5,0.3,0.5,1.3
417,Lamar Stevens,PF,25,CLE,16,13,23.9,2.8,6.1,0.459,0.7,2,0.344,2.1,4.1,0.515,0.515,1.1,1.3,0.81,0.6,3.6,4.2,0.5,0.5,0.4,0.5,1.4,7.4
418,Isaiah Stewart,C,21,DET,23,23,28.1,4,8.5,0.474,1.6,4.2,0.375,2.5,4.3,0.57,0.566,2.4,3.3,0.733,2.4,6.2,8.7,1.2,0.3,0.8,1.2,2.9,12
419,Max Strus,SF,26,MIA,27,15,31.6,4.8,11.8,0.409,2.8,8.1,0.342,2,3.7,0.556,0.527,1.1,1.3,0.857,0.5,2.9,3.4,1.6,0.8,0.3,1.1,2.3,13.5
420,Jalen Suggs,PG,21,ORL,14,13,28.9,4.6,11.1,0.419,1.4,4.9,0.294,3.2,6.2,0.517,0.484,1.6,2.5,0.657,1.1,2.2,3.3,5.4,1.6,0.6,3.4,3.1,12.4
421,Edmond Sumner,SG,27,BRK,24,9,15.5,2.6,5.7,0.463,0.6,2,0.286,2,3.6,0.563,0.515,1.8,2,0.915,0.4,1.2,1.6,1.4,1,0.2,1.1,1.6,7.6
422,Cole Swider,SF,23,LAL,1,0,2,0,1,0,0,1,0,0,0,,0,0,0,,0,1,1,1,0,0,0,0,0
423,Jae'Sean Tate,SF,27,HOU,3,2,22.7,3.3,6.7,0.5,0.7,1.7,0.4,2.7,5,0.533,0.55,1,1.3,0.75,2.7,1.7,4.3,3.3,1,0,1.7,5,8.3
424,Jayson Tatum,PF,24,BOS,28,28,37,10,21.2,0.47,3.4,9.3,0.362,6.6,11.9,0.556,0.55,6.9,8,0.858,1.1,7.1,8.3,4.1,1.1,1,2.8,2.2,30.2
425,Terry Taylor,SG,23,IND,16,2,8,0.7,1.9,0.355,0.1,0.6,0.2,0.6,1.3,0.429,0.387,0.3,0.3,0.8,0.6,0.8,1.4,0.4,0.1,0.3,0.3,0.8,1.8
426,Garrett Temple,SG,36,NOP,10,0,7.6,1,2.3,0.435,0.6,1.4,0.429,0.4,0.9,0.444,0.565,0.3,0.4,0.75,0.2,0.6,0.8,0.4,0.6,0.1,0.3,0.6,2.9
427,Dalen Terry,SG,20,CHI,11,0,3.3,0.4,1.1,0.333,0.1,0.4,0.25,0.3,0.7,0.375,0.375,0.3,0.4,0.75,0,0.2,0.2,0.6,0.1,0.2,0.4,0.3,1.1
428,Cam Thomas,SG,21,BRK,22,0,15.3,2.3,5.8,0.402,0.5,1.3,0.357,1.9,4.5,0.414,0.441,2.1,2.7,0.783,0.1,1.2,1.3,1.5,0.4,0.1,0.8,1,7.2
429,Klay Thompson,SG,32,GSW,23,23,30.7,6.7,16.7,0.405,3.8,10,0.384,2.9,6.7,0.435,0.52,1.4,1.6,0.865,0.6,2.9,3.4,2.4,0.7,0.5,1.6,1.9,18.7
430,JT Thor,PF,20,CHO,17,0,9.4,0.7,2.3,0.308,0.2,1.2,0.19,0.5,1.1,0.444,0.359,0.4,0.5,0.778,0.5,1.3,1.8,0.5,0.2,0.3,0.6,0.6,2.1
431,Matisse Thybulle,SG,25,PHI,23,4,12,0.9,2.3,0.396,0.4,1.3,0.3,0.5,1,0.522,0.481,0.1,0.3,0.5,0.3,0.9,1.2,0.4,0.8,0.2,0.2,1.4,2.3
432,Xavier Tillman Sr.,PF,24,MEM,14,0,10.7,1.6,2.8,0.564,0.1,0.4,0.333,1.4,2.4,0.606,0.59,0.3,0.9,0.333,1.2,1.3,2.5,0.6,0.4,0.4,0.5,1.1,3.6
433,Isaiah Todd,PF,21,WAS,4,0,3.3,0.3,1,0.25,0,0.8,0,0.3,0.3,1,0.25,0,0,,0,0,0,0,0,0,0,0,0.5
434,Obi Toppin,PF,24,NYK,25,0,17.1,2.9,6.8,0.421,1.4,3.9,0.351,1.5,3,0.514,0.52,0.6,0.7,0.824,0.6,3.2,3.8,1,0.4,0.2,0.8,1.1,7.7
435,Juan Toscano-Anderson,SF,29,LAL,14,1,10.4,0.9,2,0.429,0.1,0.8,0.182,0.7,1.2,0.588,0.464,0.4,0.5,0.714,0.1,1.7,1.8,0.6,0.2,0.2,0.6,1.4,2.2
436,Karl-Anthony Towns,PF,27,MIN,21,21,33.8,7.3,14.4,0.505,1.8,5.6,0.325,5.5,8.9,0.618,0.568,4.4,5,0.885,1.7,6.5,8.2,5.3,0.8,0.7,3.1,3.9,20.8
437,Gary Trent Jr.,SG,24,TOR,25,18,31.3,5.9,13.8,0.43,2.3,6.8,0.335,3.6,7,0.523,0.513,2.8,3.6,0.778,0.5,1.5,2,1.4,1.6,0.1,1.1,1.5,16.9
438,P.J. Tucker,PF,37,PHI,27,27,28.8,1.3,3,0.432,0.7,1.7,0.4,0.6,1.3,0.472,0.543,0.3,0.3,0.778,1.2,3,4.3,1,0.6,0.3,0.9,2.7,3.5
439,Myles Turner,C,26,IND,23,23,29.5,6.1,11,0.555,1.7,3.8,0.432,4.5,7.2,0.62,0.63,3.7,4.7,0.794,1.5,6.2,7.7,1.5,0.6,2.3,1.8,3.5,17.6
440,Jonas Valančiūnas,C,30,NOP,27,27,23.1,5,9.6,0.523,0.6,1.6,0.349,4.5,8,0.558,0.552,2.6,3.1,0.824,2.7,6.4,9.1,1.8,0.3,0.3,2,2.6,13.2
441,Jarred Vanderbilt,PF,23,UTA,28,26,24.9,3.7,6.1,0.606,0.4,1,0.414,3.3,5,0.645,0.641,1,1.5,0.667,2.5,5.7,8.3,2.8,1.2,0.3,1.5,2.9,8.8
442,Fred VanVleet,PG,28,TOR,22,22,36.7,5.7,15.3,0.372,2.7,8.3,0.322,3,7,0.431,0.46,4,4.6,0.863,0.5,3.2,3.7,6.4,1.8,0.5,1.9,2.7,18
443,Devin Vassell,SG,22,SAS,22,17,31.7,7.3,16.1,0.452,2.9,7,0.413,4.4,9,0.482,0.542,2.4,3,0.815,0.2,3.8,4,3.5,1,0.4,1.5,1.5,19.9
444,Gabe Vincent,PG,26,MIA,19,0,24.8,3.2,8.1,0.39,1.4,4.8,0.297,1.7,3.3,0.524,0.477,1.1,1.3,0.84,0.3,1.8,2.1,2.9,0.8,0.1,1.4,2.6,8.8
445,Noah Vonleh,C,27,BOS,19,1,8.4,0.6,1.3,0.458,0.1,0.2,0.25,0.5,1.1,0.5,0.479,0.1,0.1,1,0.9,1.5,2.4,0.3,0.1,0.4,0.6,1.8,1.3
446,Nikola Vučević,C,32,CHI,27,27,32.4,6.4,12.9,0.499,1.6,4.4,0.361,4.8,8.4,0.57,0.561,1.9,2.2,0.85,2.1,8.5,10.6,2.9,0.6,0.8,1.8,1.9,16.3
447,Dean Wade,PF,26,CLE,17,9,24.1,2.2,4.9,0.452,1.4,3.3,0.411,0.9,1.6,0.536,0.589,0.5,0.8,0.692,0.6,3.5,4.1,1,0.7,0.4,0.4,2.5,6.4
448,Franz Wagner,SF,21,ORL,29,29,33.5,7.2,14.7,0.493,1.4,4.2,0.344,5.8,10.5,0.553,0.542,4,4.6,0.866,0.8,3.3,4.1,3.6,0.8,0.3,2.5,2.4,19.9
449,Moritz Wagner,C,25,ORL,11,7,26.1,4,8.4,0.478,0.9,3.5,0.263,3.1,4.9,0.63,0.533,2.4,2.7,0.867,1.9,4.6,6.5,2.2,0.6,0.4,1.9,3.8,11.3
450,Ish Wainright,SF,28,PHO,11,1,12.5,1.2,2.6,0.448,1.1,2.3,0.48,0.1,0.4,0.25,0.655,0.2,0.3,0.667,0.8,1,1.8,1,0.5,0.2,0.3,1.5,3.6
451,Jabari Walker,SF,20,POR,15,0,7.7,0.8,1.9,0.429,0.2,0.7,0.3,0.6,1.2,0.5,0.482,0.3,0.4,0.667,0.5,1.5,1.9,0.6,0.1,0.1,0.3,0.9,2.1
452,Kemba Walker,PG,32,DAL,1,0,20,2,5,0.4,0,2,0,2,3,0.667,0.4,4,5,0.8,1,1,2,5,0,1,0,3,8
453,Lonnie Walker IV,SG,24,LAL,24,24,30.4,5.9,12.3,0.478,2,5.2,0.395,3.8,7.1,0.538,0.561,1.9,2.2,0.849,0.3,2,2.3,1.5,0.8,0.4,1,1.6,15.7
454,John Wall,PG,32,LAC,23,1,22.2,4.3,10.3,0.42,0.9,3.3,0.267,3.5,7.1,0.491,0.462,2.8,4.1,0.674,0.3,2.3,2.6,5.6,0.9,0.3,2.3,1.6,12.3
455,T.J. Warren,SF,29,BRK,5,0,17,3.6,6.8,0.529,0.2,1,0.2,3.4,5.8,0.586,0.544,0.6,0.8,0.75,1.4,1,2.4,1.8,0.8,0.2,0.4,1.6,8
456,Duane Washington Jr.,SG,22,PHO,15,0,9,1.9,5.1,0.377,0.7,2.6,0.282,1.2,2.5,0.474,0.448,0,0.1,0,0,0.6,0.6,0.7,0.1,0.1,0.6,0.5,4.6
457,P.J. Washington,PF,24,CHO,28,28,31.9,5.6,13.7,0.411,1.8,5.6,0.318,3.9,8.1,0.476,0.477,1.9,2.5,0.783,1.1,3.6,4.7,2.4,0.8,1,1.6,2.6,15
458,TyTy Washington Jr.,PG,21,HOU,2,0,4.5,0.5,1,0.5,0,0.5,0,0.5,0.5,1,0.5,0.5,1,0.5,0,0,0,0,0,0,0,0.5,1.5
459,Yuta Watanabe,SF,28,BRK,16,0,18.6,2.9,5.3,0.553,1.6,3,0.521,1.4,2.3,0.595,0.7,0.4,0.7,0.636,0.9,2.2,3.1,1,0.3,0.5,0.4,1.4,7.9
460,Lindy Waters III,SG,25,OKC,5,0,13.8,1.6,4.6,0.348,1.4,4.4,0.318,0.2,0.2,1,0.5,0,0,,0.4,1.6,2,0.4,0.6,0,0,1,4.6
461,Trendon Watford,PF,22,POR,19,2,17.1,1.8,3.2,0.557,0.2,0.6,0.364,1.6,2.6,0.6,0.59,1.3,1.5,0.828,0.8,3,3.8,1.6,0.5,0.2,1,1.6,5.1
462,Peyton Watson,SG,20,DEN,6,0,2.5,0.5,1.5,0.333,0,0.2,0,0.5,1.3,0.375,0.333,0,0,,0.3,0.2,0.5,0,0,0,0,0.2,1
463,Blake Wesley,SG,19,SAS,2,0,11.5,3,4.5,0.667,1,1.5,0.667,2,3,0.667,0.778,1,2,0.5,0.5,0.5,1,2,0,0,1,1.5,8
464,Russell Westbrook,PG,34,LAL,26,3,28.3,5.3,13.3,0.403,1.1,3.9,0.284,4.2,9.3,0.453,0.445,2.8,4.1,0.698,1.1,4.8,5.9,7.5,1,0.5,3.6,2.5,14.7
465,Coby White,PG,22,CHI,19,0,20,2.8,6.9,0.405,1.5,4.5,0.329,1.3,2.4,0.543,0.511,0.5,0.7,0.714,0.2,2.2,2.4,1.9,0.6,0.2,0.8,1.6,7.6
466,Derrick White,SG,28,BOS,29,22,25.4,3.4,7.5,0.454,1.7,4.2,0.413,1.7,3.3,0.505,0.569,1.6,1.9,0.87,0.5,2.2,2.8,3.1,0.8,0.7,0.9,2.4,10.2
467,Jack White,SF,25,DEN,8,0,3.3,0.1,0.8,0.167,0,0.3,0,0.1,0.5,0.25,0.167,0,0,,0.3,0.4,0.6,0,0.1,0.3,0,0.5,0.3
468,Aaron Wiggins,SG,24,OKC,20,5,18.9,2.2,4.5,0.489,0.7,1.7,0.394,1.6,2.9,0.544,0.561,0.9,1.2,0.783,1,2.5,3.5,1.6,0.6,0.2,0.7,1.6,6
469,Andrew Wiggins,SF,27,GSW,22,22,32.8,7.4,14.5,0.511,3,6.8,0.45,4.4,7.7,0.565,0.616,1.2,2,0.628,1.5,3.6,5.1,2.2,1.4,0.8,1.4,2.9,19.1
470,Alondes Williams,SG,23,BRK,1,0,5,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,2,1,0
471,Grant Williams,PF,24,BOS,28,13,28.9,3.3,5.9,0.554,1.7,3.6,0.465,1.6,2.3,0.692,0.696,1,1.3,0.829,0.9,3.6,4.5,1.7,0.8,0.4,0.8,2.7,9.3
472,Jalen Williams,SG,21,OKC,24,11,26.4,4.5,8.5,0.532,0.8,2.5,0.3,3.8,6,0.629,0.576,1.3,1.7,0.756,0.5,2.6,3.2,2.6,0.6,0.4,1.5,2.7,11
473,Jaylin Williams,PF,20,OKC,6,0,7.7,0.8,2.3,0.357,0,0.5,0,0.8,1.8,0.455,0.357,0.7,1,0.667,1,1,2,0.8,0.3,0,0.3,1.2,2.3
474,Kenrich Williams,PF,28,OKC,21,3,20.4,2.8,5.3,0.527,0.7,1.8,0.368,2.1,3.5,0.608,0.589,0.3,0.7,0.429,1.7,2.1,3.8,1.4,0.6,0.2,0.4,1.9,6.6
475,Mark Williams,C,21,CHO,3,0,4.3,1.3,2.3,0.571,0,0,,1.3,2.3,0.571,0.571,1,1,1,1.3,1.3,2.7,0,0,0,0.7,1,3.7
476,Patrick Williams,PF,21,CHI,27,26,26.7,3.6,7.6,0.468,1.3,3,0.444,2.2,4.6,0.484,0.556,1,1.1,0.933,1.1,2.9,4,1,0.6,1,1.5,2,9.5
477,Vince Williams Jr.,SG,22,MEM,6,0,6.7,0.5,1.8,0.273,0.2,1.3,0.125,0.3,0.5,0.667,0.318,0,0,,0.2,0.7,0.8,0.3,0.7,0.2,0,0.8,1.2
478,Ziaire Williams,SF,21,MEM,3,0,18.7,1.3,6.3,0.211,0,3.3,0,1.3,3,0.444,0.211,0.7,0.7,1,0.3,4,4.3,1.7,1,0.3,1.7,1.3,3.3
479,Zion Williamson,PF,22,NOP,22,22,32.5,9.6,15.7,0.61,0.2,0.7,0.313,9.4,15,0.624,0.617,5.6,7.8,0.715,2,5.3,7.3,4.3,1.3,0.5,2.9,2.2,25
480,Justise Winslow,SF,26,POR,25,10,27.7,2.9,7.1,0.412,0.5,1.5,0.316,2.4,5.6,0.439,0.446,0.8,1.1,0.714,1.7,3.6,5.2,3.7,1,0.4,1.5,3.2,7.1
481,James Wiseman,C,21,GSW,12,0,12.7,2.6,4.4,0.585,0,0,,2.6,4.4,0.585,0.585,1.3,2.1,0.64,1,2.7,3.7,0.9,0.1,0.3,0.7,2.2,6.5
482,Christian Wood,PF,27,DAL,25,1,26.2,6.2,11.4,0.544,1.5,3.6,0.411,4.7,7.8,0.605,0.609,2.7,4,0.677,1.2,6.5,7.6,1.4,0.4,0.5,2.3,2.8,16.6
483,Delon Wright,PG,30,WAS,4,0,22.8,2.5,6,0.417,0.8,3,0.25,1.8,3,0.583,0.479,0.8,1.3,0.6,1,1.5,2.5,3.3,2.8,1,1,1.3,6.5
484,McKinley Wright IV,PG,24,DAL,2,0,4,0.5,2,0.25,0,0.5,0,0.5,1.5,0.333,0.25,0,0,,1,0.5,1.5,1.5,0.5,0,0,0,1
485,Thaddeus Young,PF,34,TOR,25,9,17.4,2.2,4.2,0.533,0.2,0.7,0.222,2.1,3.5,0.598,0.552,0.5,0.6,0.857,1.7,2,3.8,1.9,1,0.1,0.8,1.8,5.1
486,Trae Young,PG,24,ATL,26,26,35.8,8.7,21.3,0.408,2,7.2,0.285,6.7,14.2,0.47,0.456,7.4,8.3,0.893,0.7,2.1,2.8,9.9,0.7,0.2,3.8,1.5,26.8
487,Ivica Zubac,C,25,LAC,30,30,29.5,4,6.4,0.617,0,0,0,4,6.4,0.62,0.617,2.1,3.2,0.667,3.3,7.5,10.8,1.1,0.4,1.6,2.1,3.1,10.1
