Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Precious Achiuwa,C,23,TOR,12,0,20.4,3,7.7,0.391,0.4,2.3,0.179,2.6,5.3,0.484,0.418,2.3,2.8,0.848,2,5,7,1.3,0.2,0.6,1.3,1.6,8.8
2,Steven Adams,C,29,MEM,24,24,26.7,3.6,5.9,0.61,0,0,0,3.6,5.8,0.614,0.61,0.8,2.7,0.292,4.8,5.7,10.5,2.3,0.8,1,2.1,2.3,8
3,Bam Adebayo,C,25,MIA,27,27,35,8,15.3,0.524,0,0.4,0.1,8,15,0.535,0.525,4.5,5.4,0.841,2.3,7.4,9.7,3.3,1,0.7,3.1,3.2,20.6
4,Ochai Agbaji,SG,22,UTA,12,0,9,1.2,2.7,0.438,0.3,1.2,0.286,0.8,1.5,0.556,0.5,0.3,0.6,0.571,0.5,0.8,1.3,0.1,0.1,0,0,1,3
5,Santi Aldama,PF,22,MEM,26,16,24.7,3.6,7.7,0.47,1.3,3.8,0.357,2.3,3.9,0.578,0.558,1.5,2,0.745,1.5,4.3,5.8,1.4,0.8,0.9,0.6,2.5,10
6,Nickeil Alexander-Walker,SG,24,UTA,19,2,14.6,2.4,5,0.484,1.2,2.7,0.442,1.2,2.3,0.535,0.605,0.7,1,0.737,0.3,1.4,1.6,2,0.6,0.4,1.3,1.6,6.8
7,Grayson Allen,SG,27,MIL,24,22,27.4,3.5,7.5,0.461,2,4.7,0.42,1.5,2.8,0.529,0.592,2.2,2.4,0.93,0.9,2.7,3.6,2.6,0.8,0.2,1.2,1.5,11.1
8,Jarrett Allen,C,24,CLE,22,22,32.9,5.8,9.4,0.617,0,0.1,0,5.8,9.2,0.626,0.617,2.7,3.6,0.747,3,7.3,10.3,1.4,0.7,1.3,1.7,2.5,14.2
9,Jose Alvarado,PG,24,NOP,27,6,20.7,3.4,7.6,0.454,1.5,4,0.38,1.9,3.6,0.536,0.554,1.1,1.4,0.769,0.4,1.8,2.2,3.2,1.3,0.1,1.4,2.2,9.5
10,Kyle Anderson,PF,29,MIN,23,8,24.1,2.7,5.3,0.504,0.4,1.1,0.4,2.3,4.3,0.531,0.545,1.7,2.2,0.8,0.6,3.7,4.3,3.5,1,0.8,1.6,1.7,7.6
11,Giannis Antetokounmpo,PF,28,MIL,23,23,33,11.3,21.4,0.53,0.8,3.2,0.257,10.5,18.2,0.579,0.55,7.6,12,0.628,2.1,9.3,11.3,5.3,0.9,1,3.8,3.7,31.1
12,Thanasis Antetokounmpo,SF,30,MIL,13,0,3.6,0.2,0.4,0.4,0,0.1,0,0.2,0.3,0.5,0.4,0,0,,0.2,0.7,0.8,0.2,0,0.2,0.4,0.2,0.3
13,Cole Anthony,PG,22,ORL,12,3,26.7,4.7,10.8,0.434,1.4,4,0.354,3.3,6.8,0.481,0.5,2.8,3.2,0.868,0.5,4,4.5,4.1,1,0.3,1.6,3.4,13.5
14,OG Anunoby,SF,25,TOR,26,26,36.7,7.1,14.9,0.475,1.5,4.7,0.331,5.5,10.2,0.541,0.527,3.3,3.9,0.833,1.4,4.5,5.8,2.1,2.4,0.8,2.5,3,19
15,Ryan Arcidiacono,PG,28,NYK,6,0,2.7,0,0.5,0,0,0.3,0,0,0.2,0,0,0,0,,0,0.3,0.3,0.3,0.3,0,0.2,0.3,0
16,Deni Avdija,SF,22,WAS,29,26,25.5,2.9,7,0.414,0.8,3,0.279,2.1,4,0.513,0.473,1.1,1.5,0.75,0.9,4.4,5.3,2.7,0.9,0.6,1.4,3.1,7.8
17,Deandre Ayton,C,24,PHO,26,26,28.8,7.4,12,0.619,0.2,0.5,0.286,7.3,11.5,0.634,0.625,2,2.8,0.722,3,6.5,9.5,2.2,0.5,0.8,2,2.9,17
18,Udoka Azubuike,C,23,UTA,10,0,3.9,0.7,0.8,0.875,0,0,,0.7,0.8,0.875,0.875,0.2,0.6,0.333,0.5,1.2,1.7,0.3,0.2,0.3,0.2,0.3,1.6
19,Marvin Bagley III,PF,23,DET,17,13,22.8,4.6,8.4,0.545,0.4,1.3,0.318,4.2,7.1,0.587,0.57,1.4,1.9,0.75,2.2,3.9,6.1,0.6,0.7,0.8,1.1,2.2,11
20,Patrick Baldwin Jr.,SF,20,GSW,5,0,6.4,1.2,2.6,0.462,0.8,2.2,0.364,0.4,0.4,1,0.615,0,0,,0,1.2,1.2,0,0.6,0,0.2,0,3.2
21,LaMelo Ball,PG,21,CHO,4,4,33,7.8,17.8,0.437,3.8,11.3,0.333,4,6.5,0.615,0.542,1,1.3,0.8,0,3,3,8,0.8,0.3,3,3.5,20.3
22,Mo Bamba,C,24,ORL,23,5,18.7,3.1,6.1,0.504,1.1,2.9,0.388,2,3.2,0.608,0.596,1.2,1.7,0.692,1.1,4.1,5.2,1.1,0.2,0.9,0.8,2.4,8.5
23,Paolo Banchero,PF,20,ORL,22,22,34.8,7.1,15.8,0.451,1,3.7,0.256,6.2,12.1,0.511,0.481,6.5,8.5,0.755,1.4,5.5,6.9,3.9,0.9,0.6,2.9,2.3,21.7
24,Desmond Bane,SG,24,MEM,12,12,33.6,8.3,17.8,0.465,3.8,8.5,0.451,4.4,9.3,0.477,0.573,4.3,4.8,0.912,0.5,4.4,4.9,4.8,0.6,0.3,2.3,2.4,24.7
25,Dalano Banton,PG,23,TOR,21,2,10,2,4.7,0.429,0.6,2,0.31,1.4,2.7,0.518,0.495,0.7,0.8,0.875,0.4,1.1,1.5,1.1,0.6,0.6,0.6,1.1,5.3
26,Dominick Barlow,SF,19,SAS,4,0,6.5,0.8,1.8,0.429,0,0.8,0,0.8,1,0.75,0.429,1,1,1,0.5,0.3,0.8,0.8,0.3,0,0,0.8,2.5
27,Harrison Barnes,PF,30,SAC,27,27,31.3,4.2,8.7,0.483,1.1,3.7,0.29,3.1,5,0.627,0.545,4.2,5.1,0.826,1,4.4,5.3,1.9,0.7,0.1,1.3,1.4,13.7
28,Scottie Barnes,PF,21,TOR,25,24,33.6,5.8,12.9,0.453,1.2,3.6,0.333,4.6,9.3,0.5,0.5,1.6,2.2,0.709,1.8,5.2,7,4.8,0.8,0.8,2.4,1.7,14.4
29,RJ Barrett,SG,22,NYK,28,28,34,6.5,15.9,0.41,1.6,5.5,0.301,4.9,10.5,0.468,0.462,4.3,5.4,0.783,0.9,4.8,5.6,3,0.6,0.2,2.4,2.4,19
30,Will Barton,SG,32,WAS,27,0,22.9,3,8.1,0.376,1.3,3.8,0.35,1.7,4.3,0.4,0.459,1,1.2,0.818,0.3,2.9,3.2,2.9,0.6,0.3,1.1,1.3,8.4
31,Charles Bassey,C,22,SAS,18,1,16.2,2.6,3.7,0.687,0.1,0.3,0.333,2.4,3.4,0.721,0.701,0.8,1.2,0.636,2.3,3.8,6.1,1.6,0.4,1.2,1.3,2.6,6
32,Keita Bates-Diop,SF,27,SAS,23,9,18.3,3.2,6,0.536,0.5,1.4,0.375,2.7,4.6,0.585,0.58,1.2,1.5,0.794,1.3,1.7,3,0.7,0.7,0.2,0.8,0.7,8.1
33,Nicolas Batum,PF,34,LAC,30,3,20.9,2,4.5,0.441,1.4,3.5,0.4,0.6,1,0.581,0.596,0.4,0.7,0.591,0.9,3.4,4.3,1.4,0.6,0.7,0.7,2.1,5.8
34,Darius Bazley,PF,22,OKC,21,1,16.9,2.2,5.1,0.435,0.5,1.5,0.355,1.7,3.7,0.468,0.486,0.9,1.7,0.514,1,3,3.9,1,0.6,1.2,0.6,1.3,5.9
35,Bradley Beal,SG,29,WAS,18,18,35.1,8.7,16.6,0.522,1.7,4.9,0.352,6.9,11.7,0.592,0.574,3.8,4.4,0.873,0.8,2.9,3.7,5.4,1.2,0.6,2.8,1.9,22.9
36,Malik Beasley,SG,26,UTA,30,5,27.5,5.1,12.2,0.422,3.3,8.4,0.391,1.8,3.7,0.491,0.558,0.6,0.8,0.826,0.6,3.2,3.8,1.6,1,0.1,1,1.3,14.2
37,MarJon Beauchamp,SF,22,MIL,16,6,14.8,1.9,5.1,0.378,0.8,2.6,0.31,1.1,2.5,0.45,0.457,0.4,0.6,0.7,1,1.9,2.9,0.4,0.4,0.1,1.2,1.7,5.1
38,Dāvis Bertāns,PF,30,DAL,11,0,7.5,1,2.8,0.355,0.8,2.3,0.36,0.2,0.5,0.333,0.5,0.5,0.5,0.833,0.2,0.5,0.7,0.4,0.1,0,0.3,1.2,3.3
39,Patrick Beverley,PG,34,LAL,21,21,26.5,1.4,4.7,0.303,0.8,3.2,0.254,0.6,1.5,0.406,0.389,0.9,1.2,0.76,0.6,3.1,3.7,2.4,0.9,0.5,0.9,2.9,4.6
40,Saddiq Bey,SF,23,DET,26,17,29.2,4.6,11.4,0.401,1.6,5.4,0.298,3,6,0.494,0.471,3.6,4.2,0.87,1,3.3,4.2,1.7,0.9,0.2,1.1,1.8,14.4
41,Khem Birch,C,30,TOR,16,0,7.7,1.1,1.8,0.607,0.1,0.1,0.5,1,1.6,0.615,0.625,0.3,0.3,0.8,0.5,0.6,1.1,0.3,0.3,0.3,0.3,1.3,2.4
42,Goga Bitadze,C,23,IND,16,0,9.9,1.4,2.6,0.548,0.2,0.8,0.25,1.3,1.9,0.667,0.583,0.6,1.1,0.5,1,1.3,2.3,1,0.4,0.6,0.6,1.8,3.6
43,Bismack Biyombo,C,30,PHO,22,2,12.3,1.4,2.6,0.544,0,0,,1.4,2.6,0.544,0.544,0.4,1,0.409,1,2.4,3.4,0.8,0.3,1.5,1,1.8,3.2
44,Buddy Boeheim,PG,23,DET,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
45,Bogdan Bogdanović,SG,30,ATL,6,0,28.3,6.5,15.3,0.424,3.7,9.7,0.379,2.8,5.7,0.5,0.543,1.2,1.2,1,0.2,3.3,3.5,2.3,0.5,0.2,2,1.3,17.8
46,Bojan Bogdanović,PF,33,DET,29,29,31.1,7,14,0.504,2.6,6.1,0.432,4.4,7.9,0.559,0.598,4.4,4.9,0.888,0.6,3.1,3.7,2.4,0.6,0,2.3,1.8,21.1
47,Bol Bol,PF,23,ORL,29,24,26.9,5.2,8.6,0.604,0.8,1.9,0.426,4.4,6.8,0.653,0.65,1.5,1.9,0.786,1.4,6,7.4,1.2,0.5,1.8,2.1,1.3,12.7
48,Leandro Bolmaro,SG,22,UTA,6,0,7,0.3,1.5,0.222,0,0.3,0,0.3,1.2,0.286,0.222,0,0,,0.2,0.2,0.3,1,0.3,0.2,0.5,0.7,0.7
49,Devin Booker,SG,26,PHO,26,26,35.4,9.8,20.5,0.478,2.3,6.2,0.375,7.5,14.4,0.521,0.534,5.5,6.3,0.866,0.8,4,4.8,5.8,1,0.4,2.5,2.8,27.4
50,Brandon Boston Jr.,SG,21,LAC,11,0,8.5,1.6,4.3,0.383,0.7,1.4,0.533,0.9,2.9,0.313,0.468,0.6,0.8,0.778,0.3,0.7,1,0.5,0.2,0,0.4,0.5,4.6
51,Chris Boucher,PF,30,TOR,24,0,23,3.9,8.6,0.451,0.8,3,0.282,3,5.6,0.541,0.5,2.6,3.5,0.747,2.2,3.8,6,0.5,0.8,0.9,0.6,2.5,11.2
52,James Bouknight,SG,22,CHO,21,0,15.9,1.9,5.5,0.339,0.7,2.9,0.25,1.1,2.6,0.436,0.404,0.7,1,0.682,0.2,2,2.2,1.2,0.5,0.2,0.9,1.4,5.1
53,Tony Bradley,C,25,CHI,7,0,2.7,0.4,0.7,0.6,0.3,0.4,0.667,0.1,0.3,0.5,0.8,0.3,0.3,1,0.1,0.9,1,0.1,0.1,0,0.1,0.1,1.4
54,Malaki Branham,SF,19,SAS,14,4,16.8,1.8,5.6,0.321,0.7,3.1,0.227,1.1,2.4,0.441,0.385,0.6,0.7,0.8,0.2,1.4,1.6,1.6,0.1,0.1,0.8,1.1,4.9
55,Christian Braun,SG,21,DEN,25,0,14.1,1.3,3,0.446,0.3,0.9,0.348,1,2,0.49,0.5,0.4,0.7,0.556,0.6,1.4,2.1,0.6,0.3,0.2,0.3,1.1,3.4
56,Mikal Bridges,SF,26,PHO,28,28,36.5,6,12.7,0.469,1.9,4.5,0.409,4.1,8.2,0.502,0.542,2.1,2.3,0.906,1.2,3.8,5,3.2,1.2,0.8,1.1,2.3,15.9
57,Oshae Brissett,SF,24,IND,24,0,16.2,1.8,4.4,0.419,1,2.6,0.365,0.9,1.8,0.5,0.529,1.5,2.1,0.725,0.8,2.4,3.1,0.5,0.8,0.2,0.5,1.4,6.2
58,Malcolm Brogdon,PG,30,BOS,24,0,23.3,4.9,9.8,0.5,1.9,3.9,0.484,3,5.9,0.511,0.596,2.3,2.6,0.871,0.9,3.2,4,4,0.5,0.2,1.9,1.5,13.9
59,Dillon Brooks,SG,27,MEM,24,24,31.2,6.6,16.4,0.404,2.4,6.8,0.352,4.3,9.7,0.44,0.476,2.1,2.8,0.758,0.8,3,3.7,3,0.9,0.1,1.9,3.2,17.7
60,Bruce Brown,PG,26,DEN,27,15,29.8,4.4,9,0.484,1.3,3.2,0.395,3.1,5.9,0.532,0.553,1,1.2,0.844,1,3.4,4.4,4.3,1,0.5,1.7,2.5,11
61,Greg Brown III,PF,21,POR,7,0,7.1,1,2.1,0.467,0.1,0.7,0.2,0.9,1.4,0.6,0.5,0.3,1.1,0.25,0.1,0.9,1,0,0.4,0.6,0.4,1,2.4
62,Jaylen Brown,SF,26,BOS,27,27,35.7,10,19.8,0.503,2.4,6.9,0.342,7.6,12.9,0.589,0.563,4.3,5.3,0.81,1,6.3,7.3,3.6,1.1,0.4,3,2.7,26.6
63,Kendall Brown,SG,19,IND,6,0,6.7,0.7,1.2,0.571,0,0.2,0,0.7,1,0.667,0.571,0.2,0.3,0.5,0.3,0.7,1,0.5,0.7,0,0.3,1.5,1.5
64,Moses Brown,C,23,LAC,22,0,6.1,1.5,2.2,0.653,0,0,,1.5,2.2,0.653,0.653,1,2,0.488,1.1,1.6,2.7,0.1,0,0.4,0.2,0.9,3.9
65,Troy Brown Jr.,SF,23,LAL,24,16,24.4,2.6,6.1,0.429,0.9,3,0.31,1.7,3.2,0.539,0.503,0.7,0.7,1,0.9,3.5,4.3,0.8,0.8,0.1,0.9,1.5,6.9
66,Jalen Brunson,PG,26,NYK,28,28,32,7.3,15.6,0.467,1.4,4.1,0.333,5.9,11.5,0.514,0.51,4.5,5.1,0.887,0.5,2.8,3.3,6.3,1.1,0.2,2,2.4,20.4
67,Thomas Bryant,C,25,LAL,13,2,14.5,3.2,4.5,0.695,0.2,0.8,0.3,2.9,3.8,0.776,0.72,2,2.8,0.722,1.1,3,4.1,0.6,0.2,0.7,0.4,1.4,8.5
68,Reggie Bullock,SF,31,DAL,27,18,27,1.7,4.9,0.341,1.3,4.1,0.318,0.4,0.8,0.455,0.473,0.5,0.7,0.7,0.4,2.7,3,0.9,0.8,0.1,0.4,2.2,5.1
69,Alec Burks,SG,31,DET,17,0,20.9,4.4,9.8,0.449,1.9,4.8,0.402,2.5,5,0.494,0.548,3.5,4.4,0.8,0.2,2.6,2.9,1.9,0.9,0.1,0.9,2.5,14.3
70,Jimmy Butler,SF,33,MIA,18,18,35.2,7.3,14,0.524,0.8,2.1,0.368,6.6,11.9,0.551,0.552,6.3,7.4,0.843,1.9,4.8,6.7,5.9,1.7,0.2,1.9,1.5,21.7
71,John Butler,C,20,POR,4,0,3.8,0.3,0.8,0.333,0,0.5,0,0.3,0.3,1,0.333,0,0,,0.3,0.3,0.5,0.3,0,0.3,0,0,0.5
72,Jamal Cain,SF,23,MIA,8,0,11.6,1.9,3.5,0.536,0.1,0.8,0.167,1.8,2.8,0.636,0.554,0.5,0.8,0.667,0.9,1.5,2.4,0.6,0.6,0,0.3,1.3,4.4
73,Kentavious Caldwell-Pope,SG,29,DEN,26,26,31.1,3.9,8.5,0.464,2,4.5,0.453,1.9,4,0.476,0.584,1.1,1.4,0.784,0.5,2.6,3.1,2.2,1.2,0.4,1.2,1.9,11
74,Facundo Campazzo,PG,31,DAL,8,0,6.5,0.4,1.6,0.231,0.4,1.4,0.273,0,0.3,0,0.346,0.1,0.3,0.5,0,0.3,0.3,1.1,0.8,0,0.4,0.4,1.3
75,Vlatko Čančar,PF,25,DEN,18,0,11.4,1.7,3.6,0.462,0.8,1.9,0.412,0.9,1.7,0.516,0.569,0.3,0.4,0.857,0.3,1.3,1.6,0.9,0.4,0.2,0.6,1.3,4.4
76,Clint Capela,C,28,ATL,26,26,27.6,5.5,8.7,0.633,0,0,,5.5,8.7,0.633,0.633,1.1,1.8,0.583,4.4,7.6,12,0.8,0.6,1.3,0.9,2.3,12.1
77,Vernon Carey Jr.,C,21,WAS,3,0,1.7,0,0.7,0,0,0,,0,0.7,0,0,0,0,,0,0.3,0.3,0,0,0,0.3,0.7,0
78,Jevon Carter,PG,27,MIL,27,22,26.3,3,6.9,0.435,1.4,3.4,0.409,1.6,3.4,0.462,0.538,0.6,0.7,0.842,0.7,2.1,2.8,3.4,1.4,0.6,1.3,2.3,8
79,Wendell Carter Jr.,C,23,ORL,15,15,32.9,5.8,11.3,0.515,1.2,3.5,0.346,4.6,7.8,0.59,0.568,3.8,4.6,0.826,2.1,6.9,9.1,3.3,0.5,0.5,2.6,3.2,16.6
80,Alex Caruso,PG,28,CHI,26,10,25.5,1.7,4,0.419,0.8,2.2,0.351,0.9,1.8,0.5,0.514,1,1.3,0.765,0.3,2.3,2.7,3.8,1.6,0.7,1.3,2.3,5.2
81,Julian Champagnie,SF,21,PHI,2,0,3.5,0,1,0,0,0.5,0,0,0.5,0,0,0,0,,0,0,0,0,0.5,0,0,0,0
82,Justin Champagnie,SF,21,TOR,3,0,3.7,1,1,1,0,0,,1,1,1,1,0,0,,0.3,1,1.3,0.3,0,0,0,0.3,2
83,Kennedy Chandler,PG,20,MEM,11,0,11.7,1.5,3.9,0.372,0.2,1.1,0.167,1.3,2.8,0.452,0.395,0.3,0.6,0.429,0.2,1.6,1.8,2.5,0.6,0.4,1.1,0.5,3.4
84,Max Christie,SG,19,LAL,11,0,11.4,1,2.5,0.393,0.7,1.7,0.421,0.3,0.8,0.333,0.536,0.3,0.4,0.75,0.1,2.2,2.3,0.5,0.3,0,0.3,0.5,3
85,Josh Christopher,SG,21,HOU,18,0,7,1.2,2.8,0.44,0.2,0.8,0.214,1.1,2,0.528,0.47,0.3,0.3,0.833,0.3,0.8,1.1,0.6,0.3,0.1,0.7,0.7,2.9
86,Brandon Clarke,PF,26,MEM,27,3,19.7,4.1,6.4,0.638,0,0.2,0.167,4.1,6.2,0.655,0.641,1.6,2.3,0.689,1.2,3.9,5,1.3,0.4,0.9,1.2,2.4,9.8
87,Jordan Clarkson,SG,30,UTA,29,29,32.5,7.1,16.6,0.428,2.5,7.6,0.332,4.6,9,0.51,0.504,2.8,3.4,0.827,1.1,2.7,3.8,4.8,0.3,0.3,2.8,2,19.5
88,Nic Claxton,C,23,BRK,26,26,28,5.3,7.2,0.733,0,0,0,5.3,7.2,0.737,0.733,1.2,2.8,0.425,2.6,6.1,8.7,1.2,0.7,2.2,1.3,3,11.7
89,Amir Coffey,SG,25,LAC,24,6,14.1,1.1,3,0.366,0.2,0.8,0.2,0.9,2.1,0.431,0.394,1.3,1.6,0.795,0.4,0.7,1.1,1.3,0.3,0.1,0.5,1.2,3.6
90,John Collins,PF,25,ATL,22,22,31.5,4.7,9.7,0.484,0.7,3.3,0.219,4,6.4,0.621,0.521,2.2,2.6,0.845,1.2,6.3,7.5,1.3,0.9,1.4,1.4,3.2,12.3
91,Zach Collins,PF,25,SAS,17,6,20.6,3.5,6.8,0.522,0.6,2.2,0.297,2.9,4.6,0.628,0.57,0.9,1.3,0.682,1.8,3.9,5.8,2.8,0.6,0.9,2.3,3.9,8.6
92,Mike Conley,PG,35,UTA,19,18,29,3.5,8.8,0.395,1.9,5.1,0.381,1.5,3.7,0.414,0.506,1.5,1.9,0.784,0.4,1.8,2.2,7.7,1.1,0.3,1.6,2.1,10.4
93,Pat Connaughton,SG,30,MIL,11,0,19.8,2.4,7.5,0.313,1.5,5.5,0.262,0.9,2,0.455,0.41,0.8,1,0.818,0.8,2.8,3.6,0.7,0.7,0.2,0.5,1.1,7
94,Robert Covington,PF,32,LAC,18,0,15.8,1.9,4.8,0.395,1.1,3.2,0.333,0.8,1.6,0.517,0.506,0.8,0.9,0.875,0.3,3.3,3.6,1.2,0.4,0.7,0.8,2.2,5.6
95,Torrey Craig,SF,32,PHO,25,17,24.6,3.2,6.7,0.47,1.4,3.6,0.382,1.8,3.2,0.57,0.571,0.6,0.7,0.824,2,3.2,5.2,1.5,0.6,0.7,0.7,2.3,8.2
96,Jarrett Culver,SG,23,ATL,9,1,14.9,1.9,4.6,0.415,0.1,1.3,0.083,1.8,3.2,0.552,0.427,1,1.4,0.692,1.1,3.1,4.2,0.7,0.7,0.2,0.8,1.6,4.9
97,Cade Cunningham,PG,21,DET,12,12,33.3,7.8,18.7,0.415,1.4,5.1,0.279,6.3,13.6,0.466,0.453,3,3.6,0.837,1,5.2,6.2,6,0.8,0.6,3.3,2.8,19.9
98,Seth Curry,SG,32,BRK,18,0,23.3,3.4,7.6,0.445,1.8,4.4,0.4,1.6,3.2,0.509,0.562,0.8,0.8,0.933,0.2,2.1,2.3,2.3,0.6,0.2,1.2,2,9.3
99,Stephen Curry,PG,34,GSW,26,26,34.4,10.1,20.2,0.5,5,11.6,0.434,5,8.5,0.59,0.625,4.8,5.2,0.919,0.6,6,6.6,6.8,1,0.3,3.1,2.1,30
100,Dyson Daniels,PG,19,NOP,19,5,20.4,2.2,4.3,0.506,0.6,1.5,0.393,1.6,2.8,0.566,0.574,0.8,1.2,0.682,0.6,3.2,3.7,2.5,0.7,0.3,0.7,2.2,5.7
101,Anthony Davis,C,29,LAL,24,24,34.1,10.5,17.6,0.593,0.4,1.3,0.29,10.1,16.3,0.617,0.604,6.8,8.3,0.824,3.3,9.2,12.4,2.7,1.3,2.2,1.9,2.8,28.1
102,Johnny Davis,SG,20,WAS,8,0,5.6,0.4,1.4,0.273,0,0.3,0,0.4,1.1,0.333,0.273,0.4,0.4,1,0.1,0.5,0.6,0.3,0,0.1,0.1,1.5,1.1
103,Terence Davis,SG,25,SAC,23,2,13.6,2.7,6,0.445,1.5,4,0.385,1.1,2,0.565,0.573,0.6,0.7,0.875,0.5,2.4,3,1.4,0.7,0.3,1,2,7.4
104,JD Davison,PG,20,BOS,3,0,2.7,0.3,1.3,0.25,0,0.7,0,0.3,0.7,0.5,0.25,0,0,,0,0.3,0.3,0.3,0.3,0,0.3,0,0.7
105,Dewayne Dedmon,C,33,MIA,24,0,12.5,2.5,4.9,0.513,0.5,1.4,0.324,2,3.5,0.59,0.56,1.2,1.6,0.737,1,2.8,3.8,0.6,0.2,0.5,0.6,2.1,6.6
106,Matthew Dellavedova,PG,32,SAC,12,0,7.4,0.6,1.8,0.333,0.3,0.7,0.375,0.3,1.1,0.308,0.405,0.1,0.3,0.333,0.1,0.3,0.4,1.6,0.5,0,0.5,0.8,1.5
107,DeMar DeRozan,SF,33,CHI,27,27,35.4,9.1,18,0.505,0.4,1.4,0.297,8.7,16.7,0.522,0.516,7.6,8.4,0.895,0.4,4.6,5,4.7,0.8,0.4,2,2.7,26.2
108,Moussa Diabaté,PF,21,LAC,6,0,9.5,1.3,2.2,0.615,0,0,,1.3,2.2,0.615,0.615,1.2,1.3,0.875,2,1.7,3.7,0.2,0.3,0.2,0.5,0.8,3.8
109,Mamadi Diakite,PF,26,CLE,11,2,7.5,0.9,1.9,0.476,0.4,1.1,0.333,0.5,0.8,0.667,0.571,0,0,,0.3,0.7,1,0.2,0.2,0.5,0.5,1,2.2
110,Hamidou Diallo,SG,24,DET,25,0,15.2,2.4,5,0.484,0.1,0.5,0.154,2.3,4.4,0.523,0.492,1.4,2.2,0.636,0.9,1.9,2.8,0.9,0.5,0.2,0.8,2.1,6.3
111,Gorgui Dieng,C,33,SAS,12,1,11.8,1.5,3.7,0.409,0.8,2.6,0.29,0.8,1.1,0.692,0.511,0.3,0.3,0.75,1,2.3,3.3,1.8,0.1,0.4,1,1.8,4
112,Ousmane Dieng,SF,19,OKC,14,0,15.7,1.8,4.2,0.424,0.7,2.4,0.294,1.1,1.8,0.6,0.508,0.1,0.3,0.25,0.4,2.4,2.9,1.4,0.4,0.3,0.5,0.9,4.4
113,Spencer Dinwiddie,PG,29,DAL,28,28,31.6,5.9,12.7,0.461,2.6,6.4,0.41,3.3,6.4,0.511,0.563,2.3,2.8,0.818,0.5,2.9,3.4,5.3,0.9,0.3,1.7,2.2,16.6
114,Donte DiVincenzo,SG,26,GSW,21,2,19.2,2,5.3,0.378,1.2,3.6,0.347,0.8,1.7,0.444,0.495,0.8,1,0.8,0.8,3.2,4,2.4,1.1,0.1,1.4,1.9,6
115,Luka Dončić,PG,23,DAL,26,26,36.9,11.3,22.8,0.496,2.8,8.3,0.338,8.5,14.5,0.586,0.557,7.5,10.4,0.726,0.8,7.6,8.4,8.7,1.7,0.7,3.6,2.9,33
116,Tyler Dorsey,SG,26,DAL,2,0,3.5,2,2.5,0.8,0.5,1,0.5,1.5,1.5,1,0.9,0,0,,0.5,0.5,1,0,0,0,0,0,4.5
117,Luguentz Dort,SG,23,OKC,27,27,30.5,4.9,12.1,0.401,1.7,5.4,0.32,3.1,6.7,0.467,0.472,2.5,3.3,0.764,1.6,2.9,4.5,2.4,1.1,0.3,1.5,3.3,14
118,Ayo Dosunmu,PG,23,CHI,25,21,27.6,4.2,8,0.517,1,2.9,0.342,3.2,5.1,0.617,0.58,0.9,1,0.88,0.6,2.8,3.3,2.8,0.7,0.4,1.5,2.5,10.2
119,Devon Dotson,PG,23,WAS,5,0,10,0.2,1.8,0.111,0.2,0.6,0.333,0,1.2,0,0.167,0,0,,1.2,0.8,2,1.4,0.8,0,0.6,1.8,0.6
120,Jeff Dowtin,PG,25,TOR,9,0,7.4,1,2,0.5,0.1,0.4,0.25,0.9,1.6,0.571,0.528,0.1,0.1,1,0.4,0.7,1.1,0.9,0,0.1,0.1,0.4,2.2
121,Goran Dragić,PG,36,CHI,26,0,16.8,3,6.9,0.436,1.1,2.7,0.394,1.9,4.2,0.463,0.514,0.7,1.2,0.633,0.4,1,1.5,3.2,0.3,0.2,1.2,1.4,7.8
122,Andre Drummond,C,29,CHI,21,0,14.1,2.9,5.1,0.561,0,0.1,0,2.9,5,0.571,0.561,1,1.6,0.588,2.4,4.9,7.2,0.9,0.7,0.4,1.2,2,6.7
123,Chris Duarte,SF,25,IND,9,5,19.7,3.1,7.9,0.394,1.4,4.2,0.342,1.7,3.7,0.455,0.486,1.2,1.3,0.917,0.4,1.7,2.1,1,0.1,0.4,0.9,1.8,8.9
124,David Duke Jr.,SG,23,BRK,14,0,9,1.4,3.1,0.442,0,0.4,0,1.4,2.6,0.514,0.442,0.3,0.6,0.5,0.4,0.6,1.1,0.9,0.4,0.1,0.9,1.6,3
125,Kevin Durant,PF,34,BRK,28,28,36.7,10.8,19.3,0.559,1.6,4.8,0.346,9.1,14.5,0.629,0.602,6.8,7.4,0.922,0.3,6.4,6.7,5.5,0.7,1.7,3.4,2.3,30
