Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Precious Achiuwa,C,23,TOR,17,0,17.5,2.7,6.9,0.39,0.5,2.3,0.205,2.2,4.6,0.481,0.424,1.7,2.1,0.829,1.5,3.9,5.4,1.1,0.2,0.7,1,1.4,7.6
2,Steven Adams,C,29,MEM,37,37,27,3.6,6.2,0.583,0,0,0,3.6,6.2,0.585,0.583,1,2.9,0.33,5,6.5,11.5,2.3,0.9,1.2,1.9,2.3,8.2
3,Bam Adebayo,C,25,MIA,37,37,35.2,8.5,15.8,0.538,0,0.3,0.1,8.5,15.5,0.546,0.539,4.4,5.4,0.806,2.8,7.1,9.9,3.1,1.1,0.8,2.9,3,21.4
4,Ochai Agbaji,SG,22,UTA,21,0,10.1,1.4,3,0.468,0.6,1.7,0.343,0.8,1.3,0.63,0.565,0.2,0.5,0.5,0.4,0.8,1.2,0.3,0,0,0.1,1,3.6
5,Santi Aldama,PF,22,MEM,38,16,22.7,3.3,7,0.479,1.3,3.4,0.377,2.1,3.6,0.578,0.572,1.4,1.9,0.726,1.2,3.8,5,1.3,0.7,0.8,0.6,2.2,9.4
6,Nickeil Alexander-Walker,SG,24,UTA,29,2,15.7,2.6,5.3,0.49,1.1,2.7,0.41,1.5,2.6,0.573,0.595,0.8,1.2,0.686,0.3,1.4,1.7,2.3,0.7,0.4,1.3,1.7,7.1
7,Grayson Allen,SG,27,MIL,38,36,27.1,3.3,7.6,0.436,1.8,4.6,0.387,1.5,3,0.509,0.552,1.8,2,0.909,0.9,2.6,3.6,2.6,0.7,0.2,1.1,1.4,10.2
8,Jarrett Allen,C,24,CLE,35,35,32.8,5.3,8.5,0.619,0,0.2,0,5.3,8.4,0.631,0.619,2.6,3.7,0.702,3,6.8,9.8,1.5,0.8,1.2,1.4,2.1,13.2
9,Jose Alvarado,PG,24,NOP,41,8,21,3.3,8,0.416,1.4,4.1,0.335,1.9,3.8,0.503,0.503,1.2,1.5,0.787,0.5,2,2.4,3.1,1.2,0.1,1.4,2,9.2
10,Kyle Anderson,PF,29,MIN,31,16,25.5,2.8,5.8,0.483,0.5,1.3,0.415,2.3,4.5,0.504,0.531,1.7,2.1,0.815,0.6,3.7,4.3,3.7,1.2,0.7,1.4,2.1,7.9
11,Giannis Antetokounmpo,PF,28,MIL,35,35,33.7,10.9,20.8,0.524,0.7,2.9,0.245,10.2,17.9,0.569,0.541,8.5,12.9,0.653,2.3,9.7,11.9,5.3,0.8,0.9,4,3.5,31
12,Thanasis Antetokounmpo,SF,30,MIL,19,0,4.4,0.2,0.7,0.214,0,0.2,0,0.2,0.5,0.3,0.214,0.2,0.3,0.5,0.3,0.6,0.9,0.2,0.1,0.2,0.4,0.4,0.5
13,Cole Anthony,PG,22,ORL,24,3,26.5,4.1,9.9,0.416,1.1,3.7,0.303,3,6.2,0.483,0.473,2.5,2.8,0.896,0.6,4,4.6,4.3,0.8,0.4,1.6,3,11.9
14,OG Anunoby,SF,25,TOR,37,37,36.9,6.8,14.5,0.469,1.9,5.2,0.368,4.9,9.3,0.526,0.535,2.8,3.3,0.836,1.6,4.3,5.9,2.1,2.2,0.8,2.3,3.2,18.3
15,Ryan Arcidiacono,PG,28,NYK,10,0,2.5,0.1,0.5,0.2,0.1,0.3,0.333,0,0.2,0,0.3,0,0,,0,0.4,0.4,0.2,0.2,0,0.1,0.3,0.3
16,Deni Avdija,SF,22,WAS,40,30,26,3,6.9,0.431,0.9,3,0.288,2.1,4,0.538,0.493,1.4,1.8,0.789,1,4.9,5.9,2.7,0.8,0.6,1.6,3,8.2
17,Deandre Ayton,C,24,PHO,37,37,29.5,7.6,12.9,0.592,0.2,0.6,0.333,7.5,12.4,0.604,0.599,2,2.7,0.733,2.8,7,9.8,2,0.5,0.7,2.1,2.8,17.5
18,Udoka Azubuike,C,23,UTA,15,0,4.2,0.8,0.9,0.857,0,0,,0.8,0.9,0.857,0.857,0.1,0.4,0.333,0.7,1.1,1.8,0.3,0.1,0.2,0.2,0.3,1.7
19,Marvin Bagley III,PF,23,DET,25,13,21.3,4.3,8,0.537,0.4,1.3,0.273,4,6.7,0.589,0.56,1.6,2.1,0.769,2.1,3.8,5.9,0.6,0.5,0.7,0.9,2,10.6
20,Patrick Baldwin Jr.,SF,20,GSW,13,0,8.8,1.8,4.3,0.429,1.5,3.4,0.432,0.4,0.9,0.417,0.598,0.2,0.3,0.75,0,1.6,1.6,0.2,0.5,0.1,0.5,0.5,5.4
21,LaMelo Ball,PG,21,CHO,18,18,34.3,8.3,20.1,0.412,4.2,11.1,0.38,4.1,9,0.451,0.517,2.3,2.7,0.875,1,4.4,5.4,8.6,1.2,0.4,2.8,3.5,23.1
22,Mo Bamba,C,24,ORL,33,5,18.3,2.8,5.7,0.492,1,2.8,0.37,1.8,2.9,0.608,0.582,1,1.5,0.694,1.2,3.8,5,1.1,0.3,1.1,0.6,2.3,7.7
23,Paolo Banchero,PF,20,ORL,35,35,34.2,6.9,15.9,0.435,1.3,4.3,0.313,5.6,11.7,0.48,0.478,6,7.9,0.758,1.1,5.7,6.9,3.9,1,0.5,2.9,2.3,21.2
24,Desmond Bane,SG,24,MEM,21,21,31,7.2,16.5,0.435,3.1,7.5,0.414,4.1,9,0.453,0.529,3.8,4.2,0.888,0.6,4.3,5,4,0.7,0.3,2.2,2.5,21.2
25,Dalano Banton,PG,23,TOR,22,2,10.1,2,4.7,0.423,0.6,2,0.302,1.4,2.8,0.508,0.486,0.6,0.8,0.824,0.4,1,1.5,1.2,0.5,0.5,0.6,1.1,5.2
26,Dominick Barlow,SF,19,SAS,4,0,6.5,0.8,1.8,0.429,0,0.8,0,0.8,1,0.75,0.429,1,1,1,0.5,0.3,0.8,0.8,0.3,0,0,0.8,2.5
27,Harrison Barnes,PF,30,SAC,40,40,31.8,4.5,9.5,0.478,1.5,4.3,0.343,3.1,5.2,0.589,0.555,4,4.9,0.817,1,4.1,5.1,1.7,0.9,0.1,1.2,1.4,14.6
28,Scottie Barnes,PF,21,TOR,38,37,33.9,5.8,13.1,0.448,0.9,3.1,0.288,4.9,9.9,0.497,0.482,2.1,2.7,0.76,2.1,4.8,6.9,4.7,1,0.8,2.1,1.9,14.7
29,RJ Barrett,SG,22,NYK,36,36,34.3,6.9,16.3,0.425,1.8,5.5,0.332,5.1,10.8,0.473,0.481,4.2,5.5,0.764,0.9,4.6,5.5,3,0.5,0.2,2.4,2.3,19.9
30,Will Barton,SG,32,WAS,36,0,20.2,2.7,7.2,0.375,1.3,3.5,0.365,1.4,3.7,0.383,0.463,0.8,1.1,0.789,0.2,2.6,2.8,2.5,0.4,0.3,1.1,1.1,7.5
31,Charles Bassey,C,22,SAS,24,1,13.6,2,2.9,0.671,0.1,0.3,0.333,1.9,2.7,0.703,0.686,0.7,1,0.667,1.8,3.4,5.2,1.2,0.3,0.9,1.2,2.1,4.7
32,Keita Bates-Diop,SF,27,SAS,30,12,17.9,2.9,5.7,0.518,0.5,1.4,0.366,2.4,4.3,0.566,0.562,1.1,1.4,0.81,1.2,1.7,2.8,0.7,0.6,0.2,0.8,0.8,7.5
33,Nicolas Batum,PF,34,LAC,40,7,21.7,2.1,5,0.427,1.6,3.9,0.397,0.6,1.1,0.535,0.583,0.5,0.8,0.633,0.9,3.5,4.4,1.4,0.6,0.8,0.8,2.1,6.3
34,Darius Bazley,PF,22,OKC,25,1,16.2,2.1,4.8,0.437,0.5,1.4,0.382,1.6,3.4,0.459,0.492,0.9,1.9,0.489,0.8,2.7,3.5,0.9,0.5,1,0.7,1.2,5.6
35,Bradley Beal,SG,29,WAS,24,24,33.6,8.6,16.4,0.525,1.5,4.4,0.34,7.1,12,0.594,0.571,4.1,4.8,0.861,0.9,2.6,3.5,5.2,1,0.6,2.8,1.8,22.9
36,Malik Beasley,SG,26,UTA,44,6,26.7,5.1,12.5,0.406,3.1,8.6,0.361,2,3.9,0.506,0.53,0.8,0.9,0.854,0.5,3,3.5,1.7,0.9,0.2,1,1.2,14
37,MarJon Beauchamp,SF,22,MIL,30,8,15.6,2.3,5.7,0.412,1.1,3.3,0.34,1.2,2.3,0.514,0.512,0.6,0.8,0.72,1,1.6,2.6,0.7,0.5,0.1,1,1.7,6.4
38,Dāvis Bertāns,PF,30,DAL,23,0,10.2,1.3,3.5,0.383,1.1,3.1,0.352,0.3,0.4,0.6,0.537,0.4,0.5,0.833,0.2,0.7,0.9,0.3,0.2,0.1,0.3,1.2,4.2
39,Patrick Beverley,PG,34,LAL,34,34,26.5,2,5.1,0.391,1.1,3.3,0.333,0.9,1.9,0.492,0.497,0.7,0.9,0.806,0.6,2.9,3.5,2.6,0.8,0.6,1,2.8,5.8
40,Saddiq Bey,SF,23,DET,41,23,28.5,4.4,11.1,0.401,1.7,5.3,0.327,2.7,5.8,0.468,0.479,3.3,3.9,0.851,0.9,3.2,4.1,1.5,0.9,0.2,1.1,1.6,14
41,Khem Birch,C,30,TOR,20,0,8.1,1,1.6,0.594,0.1,0.1,0.5,0.9,1.5,0.6,0.609,0.2,0.3,0.8,0.4,0.9,1.3,0.4,0.3,0.3,0.4,1.2,2.2
42,Goga Bitadze,C,23,IND,19,0,9.9,1.4,2.6,0.551,0.2,0.7,0.286,1.2,1.8,0.657,0.592,0.5,0.9,0.5,1.1,1.2,2.3,0.9,0.4,0.5,0.5,1.8,3.5
43,Bismack Biyombo,C,30,PHO,33,6,13.8,1.6,2.9,0.563,0,0,,1.6,2.9,0.563,0.563,0.4,1.2,0.325,1.2,2.6,3.8,0.8,0.3,1.3,0.9,1.9,3.7
44,Buddy Boeheim,PG,23,DET,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
45,Bogdan Bogdanović,SG,30,ATL,18,3,31.2,6.2,14.3,0.436,3.1,8.1,0.379,3.2,6.2,0.509,0.543,1.2,1.4,0.808,0.3,3.6,3.9,2.7,0.8,0.3,1.4,1.4,16.7
46,Bojan Bogdanović,PF,33,DET,43,43,31.3,7,14.5,0.487,2.5,5.8,0.422,4.6,8.6,0.531,0.572,4.6,5.2,0.892,0.6,3.1,3.6,2.8,0.6,0.1,2.3,1.8,21.2
47,Bol Bol,PF,23,ORL,37,32,26.1,4.9,8.4,0.588,0.7,1.8,0.388,4.2,6.6,0.643,0.63,1.4,1.9,0.739,1.3,5.8,7.1,0.9,0.5,1.6,1.9,1.5,12
48,Leandro Bolmaro,SG,22,UTA,10,0,5.8,0.3,1.6,0.188,0,0.3,0,0.3,1.3,0.231,0.188,0,0,,0.3,0.1,0.4,0.6,0.3,0.1,0.7,0.7,0.6
49,Devin Booker,SG,26,PHO,29,29,34.6,9.8,20.4,0.477,2.3,6.2,0.37,7.4,14.2,0.524,0.534,5.3,6.2,0.85,0.8,3.8,4.6,5.6,0.9,0.4,2.4,2.7,27.1
50,Brandon Boston Jr.,SG,21,LAC,15,0,9.7,1.7,4.7,0.366,0.6,1.4,0.429,1.1,3.3,0.34,0.43,1.3,1.7,0.769,0.3,0.9,1.2,0.9,0.3,0,0.3,0.6,5.4
51,Chris Boucher,PF,30,TOR,36,0,20.9,3.4,7.3,0.466,0.8,2.7,0.281,2.6,4.6,0.572,0.517,2.1,2.8,0.762,2,3.6,5.7,0.5,0.7,0.7,0.6,2.1,9.7
52,James Bouknight,SG,22,CHO,25,0,13.9,1.6,4.8,0.333,0.6,2.5,0.254,1,2.3,0.421,0.4,0.6,0.9,0.682,0.2,1.8,2,1.1,0.5,0.2,0.7,1.2,4.4
53,Tony Bradley,C,25,CHI,9,0,2.8,0.4,0.8,0.571,0.2,0.4,0.5,0.2,0.3,0.667,0.714,0.2,0.2,1,0.1,1,1.1,0.1,0.1,0,0.1,0.1,1.3
54,Malaki Branham,SF,19,SAS,28,4,19.3,2.8,6.5,0.423,0.9,3.1,0.295,1.8,3.4,0.543,0.495,0.6,0.8,0.783,0.2,1.5,1.7,1.7,0.4,0.1,1.1,1.1,7.1
55,Christian Braun,SG,21,DEN,38,1,13.6,1.3,2.9,0.446,0.3,1,0.316,1,1.9,0.514,0.5,0.3,0.6,0.565,0.5,1.3,1.8,0.5,0.3,0.2,0.4,1.1,3.3
56,Mikal Bridges,SF,26,PHO,43,43,36.2,5.7,12.5,0.455,1.7,4.5,0.391,4,8.1,0.49,0.524,2.3,2.6,0.885,1.1,3.5,4.6,3.2,1.1,0.9,1.3,2.1,15.5
57,Oshae Brissett,SF,24,IND,36,0,15.9,1.8,4.3,0.419,0.9,2.4,0.365,0.9,1.9,0.486,0.519,1.4,2.1,0.667,0.8,2.4,3.3,0.4,0.6,0.2,0.6,1.3,5.9
58,Malcolm Brogdon,PG,30,BOS,36,0,23.6,4.6,9.7,0.476,1.8,4.1,0.438,2.8,5.6,0.502,0.567,2.6,2.9,0.886,0.8,3.4,4.1,3.9,0.6,0.3,1.6,1.4,13.6
59,Dillon Brooks,SG,27,MEM,38,38,30.6,6.2,15.5,0.403,2.1,6.2,0.335,4.2,9.3,0.449,0.47,2.2,2.7,0.788,0.6,2.9,3.5,2.7,0.8,0.2,1.7,3.4,16.7
60,Bruce Brown,PG,26,DEN,40,19,28.8,4.4,8.8,0.496,1.4,3.4,0.4,3,5.4,0.556,0.573,0.9,1.2,0.804,0.8,3.4,4.2,3.8,1,0.7,1.6,2.4,11
61,Greg Brown III,PF,21,POR,11,0,6.5,0.8,1.9,0.429,0.1,0.5,0.167,0.7,1.4,0.533,0.452,0.5,1.1,0.417,0.2,0.9,1.1,0,0.4,0.5,0.5,0.8,2.2
62,Jaylen Brown,SF,26,BOS,40,40,35.5,10.2,20.4,0.498,2.5,7.5,0.329,7.7,13,0.595,0.558,4.4,5.5,0.795,1.2,5.9,7.1,3.2,1.1,0.5,3.1,2.8,27.2
63,Kendall Brown,SG,19,IND,6,0,6.7,0.7,1.2,0.571,0,0.2,0,0.7,1,0.667,0.571,0.2,0.3,0.5,0.3,0.7,1,0.5,0.7,0,0.3,1.5,1.5
64,Moses Brown,C,23,LAC,30,1,7.6,1.7,2.7,0.61,0,0,,1.7,2.7,0.61,0.61,1,2.2,0.446,1.6,2,3.6,0.1,0.1,0.4,0.3,1.1,4.3
65,Sterling Brown,SG,27,LAL,3,0,7.7,0,1.3,0,0,0.7,0,0,0.7,0,0,0,0,,1,1.7,2.7,0.7,1,0,0,1,0
66,Troy Brown Jr.,SF,23,LAL,35,18,22.4,2.5,5.6,0.439,1.1,3,0.358,1.4,2.6,0.533,0.536,0.5,0.5,1,0.8,3.1,3.9,0.7,0.7,0.1,0.8,1.3,6.5
67,Jalen Brunson,PG,26,NYK,39,39,33.4,7.9,16.7,0.472,1.7,4.4,0.39,6.2,12.3,0.501,0.523,4.4,5.2,0.851,0.5,3,3.5,6.4,0.9,0.1,2.2,2.3,21.9
68,Thomas Bryant,C,25,LAL,27,15,22.1,5.2,7.8,0.668,0.5,1.1,0.452,4.7,6.7,0.706,0.701,2.1,2.8,0.737,1.8,5.4,7.3,0.9,0.4,0.5,0.9,2,13
69,Reggie Bullock,SF,31,DAL,40,27,28.8,1.8,5.1,0.343,1.4,4.3,0.316,0.4,0.8,0.485,0.475,0.4,0.6,0.667,0.4,2.9,3.3,1.2,0.7,0.2,0.5,2.1,5.3
70,Alec Burks,SG,31,DET,32,0,21.9,4.3,9.3,0.463,2,4.4,0.45,2.3,4.9,0.474,0.569,3.5,4.3,0.81,0.3,2.7,2.9,2.2,0.8,0.2,1.2,2.2,14
71,Jimmy Butler,SF,33,MIA,28,28,34.8,7.3,14.3,0.509,0.7,2.1,0.322,6.6,12.1,0.541,0.533,6.9,8.2,0.843,2.1,4.3,6.4,5.5,2.2,0.4,1.8,1.3,22.1
72,John Butler,C,20,POR,4,0,3.8,0.3,0.8,0.333,0,0.5,0,0.3,0.3,1,0.333,0,0,,0.3,0.3,0.5,0.3,0,0.3,0,0,0.5
73,Jamal Cain,SF,23,MIA,11,0,12.5,1.8,3.4,0.541,0.2,0.7,0.25,1.6,2.6,0.621,0.568,0.9,1.3,0.714,0.9,1.5,2.5,0.7,0.5,0,0.3,1.2,4.7
